label,x,y,size,level
Lengua litúrgica,-1142,762,3,2
Lenguas indoarias,-1759,973,1.4142135623730951,2
Levante mediterráneo,-1268,-9,2,2
Mago,-1003,1250,1.4142135623730951,2
Magos,-2009,793,1,2
Mandeísmo,-1698,204,1.7320508075688772,2
Maniqueísmo,-1094,886,1.7320508075688772,2
Margiana,-2011,773,1,2
Margu,-1988,783,1,2
Max Müller,-148,33,3,2
Mazdak,-2068,740,1,2
Media (Oriente Medio),-2040,701,1,2
Mediterráneo,-1299,36,2.23606797749979,2
Medos,-2020,758,1,2
Mesías en el judaísmo,-2028,775,1,2
Mithra,-2005,725,1,2
Mitra (dios de India),-2037,720,1,2
Mitra (dios indio),-2041,802,1,2
Mitra (dios iranio),-2045,787,1,2
Mitra (dios iraní),-2056,728,1,2
Mitraísmo,-1153,-415,1.7320508075688772,2
Monoteísta,-1511,295,2,2
Oxford English Dictionary,-184,658,1.7320508075688772,2
Pakistán,-1000,-114,2.6457513110645907,2
Parsi,-2035,708,1,2
Parsis,-2034,784,1,2
Persia,-920,-6,3,2
Persia (región),-2003,764,1,2
Predestinación,-1329,441,1.7320508075688772,2
Pueblo árabe,-481,-1182,1.7320508075688772,2
Pueblos iranios,-2049,750,1,2
Religio Medici,-2020,715,1,2
Religiones abrahámicas,-1281,933,2.6457513110645907,2
Religiones dhármicas,-1003,1131,1.4142135623730951,2
Religiones protoindoiranias,-2050,742,1,2
Religión de la Persia Aqueménida,-2026,707,1,2
Resurrección,-1914,192,1.4142135623730951,2
Rig-veda,-1012,-22,2,2
Rig Vedá,-1016,1140,1.4142135623730951,2
Ruta de la Seda,-1312,484,2,2
Sabeísmo,-1995,777,1,2
Saoshyant,-2020,804,1,2
Saosyant,-2043,738,1,2
Sapor II,-2064,720,1,2
Simbología y adoración del fuego,-2071,756,1,2
Sol,-50,315,2.6457513110645907,2
Soma (droga alucinógena),-2057,769,1,2
Soteriología,-1140,498,2,2
Spenta Mainyu,-1988,752,1,2
Sánscrito,-114,476,3,2
Templo,-1444,64,3,2
Thomas Browne,-964,-404,1.4142135623730951,2
Torre del Silencio,-2019,733,1,2
Torá,-1787,209,2,2
Turkmenistán,-2063,733,1,2
Turquestán,-1818,-376,1.4142135623730951,2
Vendidad,-2028,735,1,2
Viktor Sarianidi,-2001,743,1,2
Váruna,-2012,718,1,2
Yama,-2037,771,1,2
Yasht,-2019,794,1,2
Yazd Atash Behram,-2013,763,1,2
Zend Avesta,-2031,806,1,2
Zeus,-799,127,2,2
Zhenjiang,-2034,764,1,2
Zoroastro,-1091,875,1.7320508075688772,2
Zurvan,-2066,775,1,2
Zurvanismo,-1005,1139,1.4142135623730951,2
Ángel,-976,125,1.7320508075688772,2
Archibald Sayce,-2047,770,1,2
Lengua iraní,-2001,772,1,2
François Cornillot,-2025,765,1,2
Wakhí,-2043,761,1,2
Religión indoirania,-2018,724,1,2
Cultura indoaria,-1987,771,1,2
Mary Boyce,-2030,743,1,2
Dialecto gatha,-1997,788,1,2
Vispered,-2055,710,1,2
Yashts,-1991,743,1,2
Khordah,-2036,734,1,2
Totemzhki,-2053,778,1,2
Vuktor,-2052,762,1,2
Gatha,-2062,760,1,2
Vohu Manō,-2057,738,1,2
Asha Vahishta,-1999,733,1,2
Xshathra Varya,-2054,789,1,2
Spenta Armaiti,-2038,793,1,2
Haurvatāt,-2039,745,1,2
Ameretāt,-2020,741,1,2
Adhur,-1994,763,1,2
Cerro Malabar,-2043,715,1,2
Alexa Internet,570,258,1.7320508075688772,2
Alfabeto Fonético Internacional,460,-47,2,2
Base de datos,931,433,1.7320508075688772,2
Brewster Kahle,497,-313,1,2
Bruce Gilliat,513,-307,1,2
Chrome Web Store,502,-321,1,2
Chromium (navegador),503,-300,1,2
Complemento (informática),512,-291,1,2
Código fuente,521,-308,1,2
Desarrollador de software,547,284,2,2
Dominio de Internet,385,360,2.23606797749979,2
Error 404,491,-320,1,2
Fases del desarrollo de software,510,-316,1,2
Forbes,-619,-222,1.4142135623730951,2
GitHub,482,-29,1.4142135623730951,2
Google Chrome,524,-296,1,2
Html,486,-311,1,2
Idioma español,-666,347,3,2
Idioma inglés,126,40,3,2
Internet,-44,286,3,2
Internet Archive,278,-438,3,2
JSON,497,-342,1,2
Localizador de recursos uniforme,504,-307,1,2
Petabyte,509,-347,1,2
Petabytes,513,-336,1,2
Página web,313,-234,1.4142135623730951,2
Radio Televisión Española,504,-337,1,2
Servidor,494,-306,1,2
Terabyte,516,-297,1,2
Twitter,-420,-611,1.4142135623730951,2
URL,500,-352,1,2
Academia Prusiana de las Ciencias,1082,324,1.4142135623730951,2
Academia de Ciencias de Baviera,1154,-48,1,2
Alemania,5,-240,3,2
Antigüedad,-76,302,1.4142135623730951,2
Antigüedad tardía,-276,-520,2.6457513110645907,2
Auguste Comte,569,2,3,2
Basilea,-95,-913,1.7320508075688772,2
Berlín,350,-926,2.449489742783178,2
Breslau,1177,-81,1,2
Castelrotto,1177,-106,1,2
Ciencias del espiritu,1154,-75,1,2
Ciencias naturales,658,712,3,2
Confederación Germánica,1174,631,1.4142135623730951,2
Cosmovisión,228,727,2.6457513110645907,2
Círculo hermenéutico,1093,160,1.7320508075688772,2
Dilthey,859,192,2.23606797749979,2
Edad Media,166,-148,3,2
Epicureismo,-50,86,2,2
Escolástica,326,-101,3,2
Eugenio Ímaz,1162,-41,1,2
Evolucionismo,393,-183,2.8284271247461903,2
Fe,-261,29,3,2
Fenómeno,498,741,3,2
Filosofía occidental,297,546,3,2
Friedrich Schiller,551,-776,3,2
Friedrich Schleiermacher,635,249,2.6457513110645907,2
G. W. F. Hegel,1158,-85,1,2
Geisteswissenschaft,1190,-72,1,2
Georg Misch,1191,-80,1,2
Gerhard Ritter,653,-307,1.4142135623730951,2
Giordano Bruno,16,-545,2.23606797749979,2
Goethe,500,-1098,2.8284271247461903,2
Hans-Georg Gadamer,1042,245,3,2
Hegel,618,519,3,2
Heidelberg,914,-550,1.7320508075688772,2
Herbert Spencer,24,673,3,2
Historiador,303,-172,2.449489742783178,2
Historicismo,866,-280,2.449489742783178,2
Hölderlin,1161,-52,1,2
Idealismo subjetivo,1173,-41,1,2
Iglesia (organización),-169,-33,2.6457513110645907,2
Italia,40,-724,3,2
Jacob Grimm,1319,290,1.4142135623730951,2
José Ortega y Gasset,413,-251,3,2
Kant,666,302,3,2
Karl Jaspers,1246,162,1.7320508075688772,2
Kiel,1161,-96,1,2
Kuno Fischer,1182,637,1.4142135623730951,2
Leibniz,817,761,3,2
Leo Baeck,1184,-58,1,2
Max Weber,-2,535,3,2
Modernidad,197,-99,3,2
Mommsen,1180,-50,1,2
Naturalismo (filosofía),1485,682,2,2
Neokantismo,945,246,2.23606797749979,2
Novalis,536,-451,2,2
Pastor (ministro religioso),-638,-269,1.4142135623730951,2
Princeton University Press,-482,342,2.6457513110645907,2
Ranke,1170,-58,1,2
Romanticismo,595,-602,3,2
Rudolf Steiner,1182,313,1.4142135623730951,2
Teoría literaria,1125,-46,3,2
Teólogo,1139,-537,1.7320508075688772,2
Tirol,1168,-73,1,2
Tradición apostólica,-625,-270,1.4142135623730951,2
Trascendente,1170,-108,1,2
Universidad Humboldt de Berlín,1179,-74,1,2
Universidad de Basilea,-418,-937,2.23606797749979,2
Universidad de Breslavia,1163,-62,1,2
Universidad de Heidelberg,-479,-499,2,2
Universidad de Kiel,1193,-95,1,2
Vida,529,1250,2.449489742783178,2
Wiesbaden-Biebrich,1156,-57,1,2
Seis am Schlern,1177,-64,1,2
Siusi allo Sciliar,1187,-86,1,2
Biebrich am Rhein,1186,-67,1,2
Boeckh,1170,-49,1,2
Hans-Ulrich Lessing,1185,-111,1,2
Idealismo objetivo,1171,-67,1,2
Andreas Capellanus,647,-76,1.4142135623730951,2
Artes mecánicas,351,-506,1.7320508075688772,2
Barcelona,211,-393,3,2
Ciencia medieval,-285,-588,1.7320508075688772,2
Currículo (educación),485,-200,3,2
Dialéctica,604,164,3,2
Diálogo,567,-479,3,2
Dorothy L. Sayers,639,-74,1.4142135623730951,2
Escuela catedralicia,-243,-166,1.7320508075688772,2
Falacia,803,972,2.23606797749979,2
Marciano Capella,460,-315,1.7320508075688772,2
Principio de identidad,683,1089,2,2
Quatro artes (Xina),665,-78,1.4142135623730951,2
Renacimiento carolingio,-295,-586,1.7320508075688772,2
Sentido (percepción),283,1395,2.23606797749979,2
Thomas Nashe,656,-74,1.4142135623730951,2
Universidad,370,-156,3,2
Portal:Universidad,-1630,-109,1,2
Portal:Educación,316,130,2.23606797749979,2
Academia,-235,-822,2.6457513110645907,2
Alcalá de Henares,-1655,-163,1,2
Alfonso X de Castilla y León,-1619,-88,1,2
Alfredo Palacios,-1602,-92,1,2
Alma máter,-1642,-92,1,2
América Latina,-768,-501,2.23606797749979,2
Andreas M. Kaplan,-1615,-111,1,2
Antiguas instituciones de altos estudios,-1659,-147,1,2
Aníbal Ponce,-972,-178,1.4142135623730951,2
Aragón,-1841,-56,1.4142135623730951,2
Argentina,-465,-224,3,2
Aullón de Haro,-6,-478,2.449489742783178,2
Benemérita Universidad Autónoma de Puebla,-1617,-136,1,2
Bogotá,-1665,-133,1,2
Bolivia,-1181,10,2.23606797749979,2
Boston College,-1633,-189,1,2
Brasil,-798,221,2.6457513110645907,2
Campus,-1660,-182,1,2
Canisius College,-1639,-151,1,2
Caracas,-1692,-145,1,2
Carlos II de España,-1689,-170,1,2
Carmelitas,-1687,-128,1,2
Chile,-682,55,3,2
Ciudad de México,-729,-308,2,2
Clero,-930,-212,3,2
Colegio Mayor,-1669,-147,1,2
College,-670,-183,1.4142135623730951,2
Colombia,-806,181,2.449489742783178,2
Continente americano,-1679,-174,1,2
Convenio Andrés Bello,-1591,-165,1,2
Cracovia,-1339,-940,1.7320508075688772,2
Cuestión universitaria,-1609,-136,1,2
Cátedra libre,-1623,-80,1,2
Cúpula,-1332,-944,1.7320508075688772,2
Darcy Ribeiro,-854,693,1.7320508075688772,2
Dartmouth College,-1681,-145,1,2
David Alfaro Siqueiros,-1616,-156,1,2
Descriptores en Ciencias de la Salud,-423,67,2.6457513110645907,2
Doctorado,730,-400,2,2
Dominicos,-1669,-711,1.7320508075688772,2
Edad Moderna,-68,-118,3,2
Educación superior,-857,294,1.7320508075688772,2
Escuela Médica Salernitana,-1604,-822,1.4142135623730951,2
Escuela de Artes y Oficios (Chile),-1693,-154,1,2
Escuela monástica,-1625,-118,1,2
Escuela universitaria,-1652,-195,1,2
Escuelas catedralicias,-832,-444,1.4142135623730951,2
Escuelas monásticas,-426,-678,1.7320508075688772,2
Espacio Europeo de Educación Superior,-1643,-161,1,2
Estatal,-1677,-110,1,2
Europa,-149,-181,3,2
"Facultad de Derecho, Ciencias Políticas y Sociales (UNAL Bogotá)",-1614,-190,1,2
Facultad de Derecho (UBA),-1660,-139,1,2
Facultad de Ingeniería (Universidad de Buenos Aires),-1650,-169,1,2
Facultad universitaria,-227,-893,1.4142135623730951,2
Felipe IV de España,-1641,-142,1,2
Felipe V de España,-1617,-181,1,2
Fes,-1607,-146,1,2
Franciscanos,-1617,-823,1.4142135623730951,2
Francisco Giner de los Ríos,103,-672,1.4142135623730951,2
Franco Cardini,-1645,-111,1,2
Fuga de cerebros,-1655,-118,1,2
Fátima al-Fihri,-1662,-194,1,2
Glosadores,-1612,-813,1.4142135623730951,2
Grado académico,-1670,-175,1,2
Grados académicos,-1653,-134,1,2
Gremio,-808,-1331,1.7320508075688772,2
Habla hispana,-1669,-190,1,2
Harvard,-1628,-176,1,2
Historia de la medicina,-851,-352,1.4142135623730951,2
Historical Dictionary of Switzerland,-19,13,3,2
Idioma árabe,-615,645,3,2
Imperio español,-408,-823,2,2
Inocencio XII,-1674,-153,1,2
Institución,-832,292,2.6457513110645907,2
Instituto,-512,682,2,2
Instituto Nacional de Antropología e Historia,-1602,-126,1,2
Instituto Nacional de Bellas Artes y Literatura,-1688,-137,1,2
Instituto Politécnico Nacional,-1666,-106,1,2
Instituto Tecnológico Autónomo de México,-1664,-97,1,2
Instituto Tecnológico de California,-1639,-197,1,2
Instituto Tecnológico y de Estudios Superiores de Monterrey,-1662,-203,1,2
Instituto de Tecnología de California,-1604,-184,1,2
Instituto de Tecnología de Georgia,-1665,-166,1,2
Instituto de Tecnología de Massachusetts,-1682,-120,1,2
Investigación,335,706,3,2
Isaac Newton,967,720,3,2
Jacques Le Goff,-898,-1063,1.7320508075688772,2
Jean-Claude Schmitt,-1642,-187,1,2
Jesuitas,-1335,-85,1.7320508075688772,2
John Locke,271,541,3,2
José María Morelos,-1678,-131,1,2
Libertad académica,-1629,-150,1,2
Licenciatura,12,-627,2,2
Lima,-1216,-769,1.4142135623730951,2
MIT,-401,499,1.7320508075688772,2
Madrasa,-711,48,2.6457513110645907,2
Maestría,-897,-208,1.7320508075688772,2
Marruecos,-1203,964,2.449489742783178,2
Mayo de 1968 en Francia,-574,276,1.7320508075688772,2
Miguel Hidalgo y Costilla,-1624,-189,1,2
Milán,-486,-1369,2.23606797749979,2
Morelia,-1031,-121,1.4142135623730951,2
México,-586,9,3,2
OCLC,289,717,3,2
Oposición (examen),-1645,-136,1,2
Orden de San Agustín,-528,-562,2.449489742783178,2
Paseo Colón (Buenos Aires),-1655,-102,1,2
Patrimonio de la Humanidad,-311,-1796,1.7320508075688772,2
Perú,-612,-334,2.8284271247461903,2
Pontificia Universidad Católica de Valparaíso,-1681,-166,1,2
Pontificia Universidad Javeriana,-1609,-175,1,2
Praga,-1018,-731,2,2
Pátzcuaro,-1618,-121,1,2
Real cédula,-1673,-139,1,2
Real y Pontificia Universidad de México,-1647,-152,1,2
Real y Pontificia Universidad de Santo Tomás de Aquino (Santo Domingo),-1635,-102,1,2
Reforma Universitaria,-1658,-173,1,2
Reforma Universitaria de 1918,-1596,-118,1,2
Región,12,-3,1.4142135623730951,2
Reino de Aragón,-1624,-815,1.4142135623730951,2
República Argentina,-1590,-109,1,2
República Dominicana,-1450,-355,1.7320508075688772,2
República Árabe Saharaui Democrática,-1632,-128,1,2
Revolución cubana,-830,-1105,1.4142135623730951,2
Revolución industrial,-160,-78,3,2
Sahara Occidental,-1655,-92,1,2
Salerno,-1637,-80,1,2
Santiago de Chile,-1458,-109,1.4142135623730951,2
Santo Domingo,-1649,-203,1,2
Segunda Guerra Mundial,149,-255,3,2
Título académico,-1682,-185,1,2
Universidad Autónoma Benito Juárez de Oaxaca,-1621,-98,1,2
Universidad Autónoma Metropolitana,-1645,-125,1,2
Universidad Autónoma de Chiapas,-1597,-158,1,2
Universidad Autónoma de Nuevo León,-1633,-86,1,2
Universidad Autónoma de Occidente,-1652,-186,1,2
Universidad Autónoma de Santo Domingo,-1636,-181,1,2
Universidad Carolina,-1086,-553,1.7320508075688772,2
Universidad Católica de Chile,-1587,-140,1,2
Universidad Católica del Sagrado Corazón,-1673,-183,1,2
Universidad Central de Madrid,-1682,-195,1,2
Universidad Central de Venezuela,-1205,9,1.4142135623730951,2
Universidad Complutense,-1647,-119,1,2
Universidad Complutense de Madrid,-303,-488,1.7320508075688772,2
Universidad Distrital Francisco José de Caldas,-1634,-121,1,2
Universidad Externado de Colombia,-1607,-155,1,2
Universidad Federico Santa María,-1614,-165,1,2
Universidad Iberoamericana (Ciudad de México),-1647,-85,1,2
Universidad Jaguelónica,-1633,-142,1,2
Universidad Jorge Tadeo Lozano,-1608,-102,1,2
Universidad Juárez Autónoma de Tabasco,-1671,-126,1,2
Universidad Laboral,-859,285,1.7320508075688772,2
Universidad Mayor Real y Pontificia San Francisco Xavier de Chuquisaca,-1628,-198,1,2
Universidad Michoacana de San Nicolás de Hidalgo,-1670,-114,1,2
Universidad Nacional Autónoma de México,-1197,20,1.4142135623730951,2
Universidad Nacional Mayor de San Marcos,-1599,-105,1,2
Universidad Nacional de Colombia,-1216,14,1.4142135623730951,2
Universidad Nacional de Córdoba,-1605,-112,1,2
Universidad Nacional de Guinea Ecuatorial,-1609,-84,1,2
Universidad Nacional de La Plata,-1689,-185,1,2
Universidad Nacional de San Antonio Abad del Cusco,-1636,-114,1,2
Universidad Pontificia Bolivariana,-1623,-128,1,2
Universidad Popular,-1650,-143,1,2
Universidad Sertoriana de Huesca,-1630,-96,1,2
Universidad Simón Bolívar (Colombia),-1622,-144,1,2
Universidad Stanford,-1616,-148,1,2
Universidad Técnica del Estado,-1621,-106,1,2
Universidad Veracruzana,-1190,14,1.4142135623730951,2
Universidad Yale,-1634,-169,1,2
Universidad católica,-1663,-156,1,2
Universidad de Alcalá,-1653,-156,1,2
Universidad de Alcalá (histórica),-840,-597,1.4142135623730951,2
Universidad de Antioquia,-1586,-152,1,2
Universidad de Bolonia,-601,-526,2.449489742783178,2
Universidad de Buenos Aires,-1583,-132,1,2
Universidad de California en Berkeley,-984,623,1.7320508075688772,2
Universidad de Cartagena,-1612,-129,1,2
Universidad de Chile,-1212,2,1.4142135623730951,2
Universidad de Colima,-1589,-125,1,2
Universidad de Colonia,-1609,-832,1.4142135623730951,2
Universidad de Columbia,-1610,-120,1,2
Universidad de Concepción,-1664,-119,1,2
Universidad de Constantinopla,-1684,-157,1,2
Universidad de Coímbra,-1629,-826,1.4142135623730951,2
Universidad de Córdoba,-1673,-162,1,2
Universidad de Estrasburgo,-1612,-94,1,2
Universidad de Granada,-405,-566,1.7320508075688772,2
Universidad de Guadalajara,-1200,1,1.4142135623730951,2
Universidad de Guanajuato,-1208,20,1.4142135623730951,2
Universidad de Harvard,11,48,2.449489742783178,2
Universidad de Los Andes (Colombia),-1600,-140,1,2
Universidad de Lérida,-1656,-110,1,2
Universidad de Murcia,355,-1224,1.7320508075688772,2
Universidad de Módena,-749,-684,1.4142135623730951,2
Universidad de Nápoles Federico II,-1621,-834,1.4142135623730951,2
Universidad de Palencia (histórica),-1596,-148,1,2
Universidad de París,-543,-313,2,2
Universidad de Perugia,-941,110,1.4142135623730951,2
Universidad de Princeton,-218,-893,1.4142135623730951,2
Universidad de Salamanca,-969,-457,2.449489742783178,2
Universidad de San Carlos de Guatemala,-1644,-102,1,2
Universidad de Santiago de Chile,-934,103,1.4142135623730951,2
Universidad de Santiago de Compostela,-1191,1,1.4142135623730951,2
Universidad de Santo Tomás de Aquino (República Dominicana),-1641,-172,1,2
Universidad de Sevilla,-1656,-127,1,2
Universidad de São Paulo,-1598,-174,1,2
Universidad de Tampere,-1635,-160,1,2
Universidad de Tifariti,-1696,-164,1,2
Universidad de Tokio,-1649,-178,1,2
Universidad de Toulouse,-1639,-131,1,2
Universidad de Valencia,-944,98,1.4142135623730951,2
Universidad de Valladolid,-637,-553,2.23606797749979,2
Universidad de Viena,77,85,2.23606797749979,2
Universidad del Cauca,-1585,-117,1,2
Universidad del Norte,-1619,-173,1,2
Universidad del Rosario,-1693,-176,1,2
Universidad del Valle,-1673,-200,1,2
Universidad medieval,-67,-311,3,2
Universidad pública,-1624,-166,1,2
Valparaíso,-1605,-164,1,2
Venezuela,-661,-84,2.23606797749979,2
Zona Libre,-1626,-136,1,2
África,-241,273,3,2
Real Colegio de San Nicolás Obispo,-1594,-98,1,2
''alma mater'',-1625,-157,1,2
Sociedad tecnológica,-1596,-132,1,2
Categoría:Libros de 1987,-573,1289,1,2
Categoría:Libros de Estados Unidos,-255,544,1.4142135623730951,2
Categoría:Libros publicados por Simon & Schuster,-584,1291,1,2
Alexis de Tocqueville,-629,293,3,2
Camille Paglia,-563,1290,1,2
Conservadurismo,-790,5,2.23606797749979,2
Crítica social,-59,657,2,2
David Rieff,-567,1255,1,2
Deconstrucción,906,-67,2.6457513110645907,2
El príncipe,-780,907,1.4142135623730951,2
Enseñanza universitaria en Estados Unidos,-557,1270,1,2
Estados Unidos,-249,350,3,2
George Will,-600,1292,1,2
Grandes libros,-603,1265,1,2
Guerra cultural,-565,1270,1,2
Harper's Magazine,-545,1268,1,2
Harry V. Jaffa,-541,1283,1,2
Irracionalismo,582,552,2,2
JSTOR,279,900,3,2
Libertad intelectual,-590,1297,1,2
London Review of Books,-580,1255,1,2
Martha Nussbaum,-548,1291,1,2
Mick Jagger,-581,1275,1,2
Música clásica,158,-1280,2,2
Música pop,-600,1279,1,2
Música rock,-570,1262,1,2
National Review,-579,1264,1,2
Nazi,-1033,779,1.4142135623730951,2
Neoconservadurismo,-569,1282,1,2
Nicolás Maquiavelo,-711,142,2.6457513110645907,2
Noam Chomsky,859,972,3,2
Oliver North,-615,1263,1,2
Paradoja,634,1296,2.23606797749979,2
Pensamiento crítico,132,1052,2.6457513110645907,2
Política identitaria,-562,1278,1,2
Prejuicio,-408,20,2.6457513110645907,2
Relativismo,180,410,2.449489742783178,2
República de Weimar,-292,945,1.7320508075688772,2
Revolución sexual,-564,1299,1,2
Richard Posner,-610,1256,1,2
Robert Neelly Bellah,-575,1272,1,2
Robert Paul Wolff,-557,1260,1,2
Roger Kimball,-581,1300,1,2
Rolling Stone,-548,1276,1,2
Saul Bellow,-580,1283,1,2
Sexual Personae,-598,1286,1,2
Sidney Hook,160,1382,1.4142135623730951,2
Simon & Schuster,-555,1284,1,2
Sócrates,426,454,3,2
Tanaj,-1149,567,2,2
The New Republic,-537,1226,1.4142135623730951,2
The New York Times,-378,340,2.23606797749979,2
The New York Times Magazine,-573,1298,1,2
The New Yorker,-608,1280,1,2
The Times Literary Supplement,-555,1296,1,2
Universidad de Chicago,321,172,3,2
Universidad de Cornell,-610,1271,1,2
Aby Warburg,423,-1339,1.7320508075688772,2
